driver_id,trip_id,start_ts,end_ts,miles,night_miles,mean_speed,max_speed_over_limit,accel_events_per_100mi,brake_events_per_100mi,phone_use_ratio,rain_flag,incident_density,label
D 027,T000608,2025-07-30T07:00:54.871257,2025-07-30T07:17:54.871257,5.32,0.43,50.8,4.3,16.4,9.5,0.162,0,0.619,0
D 086,T000609,2025-08-14T00:04:54.871257,2025-08-14T00:24:54.871257,4.17,0.39,36.5,0.2,9.4,14.8,0.158,0,0.541,0
D 061,T000610,2025-08-25T13:57:54.871257,2025-08-25T14:31:54.871257,5.56,1.05,24.4,8.3,8.6,21.2,0.15,0,0.147,0
D 053,T000611,2025-07-31T18:53:54.871257,2025-07-31T19:21:54.871257,3.47,0.37,40.8,10.2,7.5,14.9,0.301,0,0.066,1
D 187,T000612,2025-08-22T07:08:54.871257,2025-08-22T07:56:54.871257,0.81,0.13,30.0,5.8,0.0,3.9,0.102,0,0.332,1
D 095,T000613,2025-08-26T03:43:54.871257,2025-08-26T04:11:54.871257,1.94,0.35,41.0,6.3,5.4,10.0,0.144,0,0.215,0
D 063,T000614,2025-08-25T13:52:54.871257,2025-08-25T14:44:54.871257,3.42,0.26,34.4,0.0,3.9,15.0,0.155,0,0.519,0
D 054,T000615,2025-08-30T09:33:54.871257,2025-08-30T10:17:54.871257,2.57,1.06,20.1,0.0,2.3,11.4,0.066,0,0.473,0
D 123,T000616,2025-09-02T04:21:54.871257,2025-09-02T05:04:54.871257,2.24,0.33,33.7,3.2,5.2,13.9,0.086,0,0.15,0
D 151,T000617,2025-09-07T17:57:54.871257,2025-09-07T18:43:54.871257,1.09,0.11,25.1,7.8,10.0,19.6,0.11,0,0.396,0
D 096,T000618,2025-08-21T10:10:54.871257,2025-08-21T10:43:54.871257,5.8,0.74,30.3,3.4,3.3,15.0,0.05,0,0.555,0
D 176,T000619,2025-08-21T16:28:54.871257,2025-08-21T16:59:54.871257,5.81,0.14,33.6,0.0,6.7,19.3,0.128,1,0.59,0
D 001,T000620,2025-09-13T11:47:54.871257,2025-09-13T12:12:54.871257,2.64,0.24,31.3,6.0,1.3,10.2,0.265,0,0.355,0
D 083,T000621,2025-08-26T23:09:54.871257,2025-08-26T23:29:54.871257,2.92,0.28,32.3,0.0,7.8,12.4,0.149,0,0.415,0
D 107,T000622,2025-07-30T02:35:54.871257,2025-07-30T03:01:54.871257,4.46,0.54,29.1,2.9,5.3,6.3,0.056,0,0.38,0
D 188,T000623,2025-08-01T15:10:54.871257,2025-08-01T15:26:54.871257,2.1,0.61,36.7,0.3,18.1,10.3,0.303,0,0.0,0
D 017,T000624,2025-08-10T12:26:54.871257,2025-08-10T13:10:54.871257,4.04,0.05,42.5,0.0,14.0,5.0,0.132,1,0.477,0
D 102,T000625,2025-09-13T11:42:54.871257,2025-09-13T12:31:54.871257,0.75,0.07,18.3,7.9,7.8,8.5,0.11,1,0.395,0
D 115,T000626,2025-09-03T15:08:54.871257,2025-09-03T15:36:54.871257,2.02,0.31,31.2,1.1,3.3,14.3,0.172,0,0.211,0
D 005,T000627,2025-07-17T10:22:54.871257,2025-07-17T10:49:54.871257,2.53,0.07,22.7,3.3,11.2,11.3,0.081,0,0.454,0
D 062,T000628,2025-08-20T18:25:54.871257,2025-08-20T19:02:54.871257,4.68,0.16,28.4,1.1,3.0,15.1,0.029,0,0.0,0
D 183,T000629,2025-09-12T21:28:54.871257,2025-09-12T21:33:54.871257,4.32,0.11,32.7,4.1,0.2,9.3,0.415,0,0.469,1
D 160,T000630,2025-08-31T00:50:54.871257,2025-08-31T01:34:54.871257,4.1,1.35,33.9,5.3,8.7,14.0,0.106,0,0.239,0
D 037,T000631,2025-08-10T11:18:54.871257,2025-08-10T11:45:54.871257,3.1,0.01,51.0,0.0,10.0,10.2,0.177,0,0.867,0
D 002,T000632,2025-08-31T18:35:54.871257,2025-08-31T19:24:54.871257,1.76,0.02,28.6,8.4,2.1,20.0,0.234,0,0.442,0
D 133,T000633,2025-07-17T12:48:54.871257,2025-07-17T13:13:54.871257,0.94,0.02,40.8,2.2,11.9,10.8,0.384,0,0.474,0
D 025,T000634,2025-09-03T08:29:54.871257,2025-09-03T08:57:54.871257,0.56,0.0,31.0,2.3,6.2,4.7,0.149,0,0.529,0
D 048,T000635,2025-09-11T15:19:54.871257,2025-09-11T16:05:54.871257,4.68,0.03,34.6,0.0,19.4,0.0,0.091,0,0.009,0
D 071,T000636,2025-08-20T06:54:54.871257,2025-08-20T07:22:54.871257,4.32,0.35,40.8,0.6,9.3,14.8,0.196,0,0.403,1
D 051,T000637,2025-09-08T13:21:54.871257,2025-09-08T14:07:54.871257,1.58,0.02,32.2,5.3,0.0,21.0,0.155,0,0.676,0
D 094,T000638,2025-08-28T18:12:54.871257,2025-08-28T18:22:54.871257,3.51,0.16,36.6,0.0,14.7,1.8,0.023,0,0.516,1
D 109,T000639,2025-08-10T16:44:54.871257,2025-08-10T17:15:54.871257,2.55,0.2,34.2,5.3,6.7,12.8,0.534,0,0.258,0
D 190,T000640,2025-09-12T15:17:54.871257,2025-09-12T15:59:54.871257,2.54,0.65,32.7,13.9,12.0,13.9,0.123,0,0.206,1
D 090,T000641,2025-08-31T01:04:54.871257,2025-08-31T01:28:54.871257,3.51,0.47,33.8,4.7,7.0,15.8,0.43,1,0.654,0
D 168,T000642,2025-09-12T10:18:54.871257,2025-09-12T10:47:54.871257,2.01,0.24,35.8,2.5,4.8,14.9,0.253,0,0.727,0
D 168,T000643,2025-08-16T09:48:54.871257,2025-08-16T09:53:54.871257,8.54,0.66,35.9,11.1,7.8,4.4,0.483,1,0.594,0
D 171,T000644,2025-08-07T05:39:54.871257,2025-08-07T06:06:54.871257,5.21,0.47,43.0,0.0,16.3,17.3,0.144,0,0.285,1
D 003,T000645,2025-08-01T04:48:54.871257,2025-08-01T05:12:54.871257,0.51,0.16,24.7,3.1,11.6,9.6,0.068,0,0.536,1
D 082,T000646,2025-07-16T19:10:54.871257,2025-07-16T20:06:54.871257,1.79,0.04,51.3,8.0,1.6,20.6,0.329,0,0.405,1
D 005,T000647,2025-08-25T19:54:54.871257,2025-08-25T20:21:54.871257,4.81,0.01,36.9,25.7,2.9,12.9,0.148,0,0.629,1
D 083,T000648,2025-08-28T14:50:54.871257,2025-08-28T15:02:54.871257,2.31,0.28,39.5,0.0,4.2,5.0,0.02,0,0.446,1
D 185,T000649,2025-08-29T22:29:54.871257,2025-08-29T23:11:54.871257,2.89,0.21,33.1,7.8,6.4,13.7,0.13,1,0.759,0
D 130,T000650,2025-07-18T13:13:54.871257,2025-07-18T13:44:54.871257,2.65,0.02,29.0,0.0,0.1,7.6,0.079,0,0.51,0
D 002,T000651,2025-09-05T19:54:54.871257,2025-09-05T20:30:54.871257,1.32,0.15,26.8,0.6,3.4,4.9,0.269,0,0.502,0
D 152,T000652,2025-08-11T04:53:54.871257,2025-08-11T05:26:54.871257,3.94,1.22,19.8,3.7,6.5,3.6,0.105,0,0.429,0
D 190,T000653,2025-08-01T12:21:54.871257,2025-08-01T13:00:54.871257,1.3,0.01,54.2,12.3,0.5,6.7,0.069,0,0.493,0
D 107,T000654,2025-08-31T18:29:54.871257,2025-08-31T19:02:54.871257,0.97,0.17,24.7,5.5,18.5,0.0,0.186,0,0.531,1
D 173,T000655,2025-08-21T15:10:54.871257,2025-08-21T15:38:54.871257,0.98,0.07,25.0,0.0,4.8,6.4,0.129,0,0.354,0
D 130,T000656,2025-09-08T10:14:54.871257,2025-09-08T10:57:54.871257,3.81,0.65,33.7,2.9,8.0,7.6,0.153,1,0.583,0
D 015,T000657,2025-08-24T13:36:54.871257,2025-08-24T13:59:54.871257,2.59,0.04,30.6,0.1,5.1,20.0,0.117,0,0.572,0
D 015,T000658,2025-08-25T08:03:54.871257,2025-08-25T08:31:54.871257,4.92,0.52,33.0,5.3,3.1,11.7,0.176,0,0.232,0
D 169,T000659,2025-08-03T06:53:54.871257,2025-08-03T07:19:54.871257,5.64,0.37,35.9,16.2,4.9,16.3,0.137,0,0.11,0
D 013,T000660,2025-07-31T00:48:54.871257,2025-07-31T01:15:54.871257,4.31,0.94,42.3,8.1,7.4,16.3,0.206,0,0.639,0
D 033,T000661,2025-07-25T13:20:54.871257,2025-07-25T14:04:54.871257,1.2,0.01,37.1,22.4,10.4,12.8,0.215,1,0.561,0
D 098,T000662,2025-08-11T15:51:54.871257,2025-08-11T16:18:54.871257,4.67,0.15,41.2,4.3,18.2,14.6,0.25,1,0.451,0
D 133,T000663,2025-07-23T16:29:54.871257,2025-07-23T16:58:54.871257,5.83,0.89,30.0,24.5,11.6,11.1,0.086,0,0.773,0
D 162,T000664,2025-08-09T06:37:54.871257,2025-08-09T07:17:54.871257,1.29,0.22,29.0,0.0,13.0,10.4,0.242,0,0.377,0
D 073,T000665,2025-08-20T20:10:54.871257,2025-08-20T20:21:54.871257,2.8,0.78,33.6,0.0,14.8,10.3,0.158,0,0.065,0
D 109,T000666,2025-09-10T02:17:54.871257,2025-09-10T02:43:54.871257,1.7,0.33,39.1,3.8,15.0,4.8,0.054,0,0.53,0
D 121,T000667,2025-09-02T17:59:54.871257,2025-09-02T18:20:54.871257,3.93,0.04,30.3,9.3,11.3,11.8,0.115,0,0.322,1
D 115,T000668,2025-07-19T17:39:54.871257,2025-07-19T17:49:54.871257,4.73,0.15,52.1,3.4,5.7,13.8,0.107,0,0.781,0
D 025,T000669,2025-09-11T02:03:54.871257,2025-09-11T02:29:54.871257,0.97,0.26,27.3,10.1,11.2,3.4,0.085,0,0.069,0
D 134,T000670,2025-08-20T09:57:54.871257,2025-08-20T10:41:54.871257,5.96,0.59,42.6,15.1,13.1,0.0,0.077,0,0.335,0
D 010,T000671,2025-08-21T11:27:54.871257,2025-08-21T11:38:54.871257,5.33,0.94,32.8,0.0,5.0,7.1,0.204,0,0.364,0
D 150,T000672,2025-08-04T14:09:54.871257,2025-08-04T14:22:54.871257,2.68,0.22,37.2,4.6,8.3,0.0,0.033,1,0.478,0
D 022,T000673,2025-09-08T09:42:54.871257,2025-09-08T10:23:54.871257,2.9,0.0,19.8,4.0,3.7,11.6,0.269,0,0.744,1
D 126,T000674,2025-09-13T07:40:54.871257,2025-09-13T08:05:54.871257,3.24,0.01,41.9,1.0,11.2,7.4,0.14,0,0.27,0
D 071,T000675,2025-07-25T10:11:54.871257,2025-07-25T10:35:54.871257,3.06,0.59,21.9,0.0,7.4,12.3,0.254,1,0.323,1
D 123,T000676,2025-07-21T22:01:54.871257,2025-07-21T22:43:54.871257,4.25,0.96,25.7,0.0,10.4,3.3,0.143,0,0.09,0
D 159,T000677,2025-08-04T12:30:54.871257,2025-08-04T12:59:54.871257,1.39,0.11,24.9,8.4,18.6,2.7,0.328,0,0.654,0
D 085,T000678,2025-08-08T12:57:54.871257,2025-08-08T13:24:54.871257,1.9,0.09,32.5,1.0,13.8,20.9,0.14,1,0.73,0
D 027,T000679,2025-07-31T22:14:54.871257,2025-07-31T22:35:54.871257,3.14,0.4,24.4,0.0,0.7,5.2,0.018,0,0.291,0
D 099,T000680,2025-07-17T04:25:54.871257,2025-07-17T04:38:54.871257,2.55,0.36,27.7,6.6,6.3,14.7,0.366,0,0.138,0
D 099,T000681,2025-08-26T23:10:54.871257,2025-08-26T23:34:54.871257,5.83,0.97,37.0,5.7,5.1,22.9,0.237,0,0.274,0
D 009,T000682,2025-08-28T15:06:54.871257,2025-08-28T15:50:54.871257,6.14,0.32,33.6,1.0,18.3,13.7,0.172,1,0.525,1
D 164,T000683,2025-09-07T16:56:54.871257,2025-09-07T17:19:54.871257,3.57,0.0,34.4,0.0,7.2,7.2,0.072,0,0.21,1
D 197,T000684,2025-07-26T22:19:54.871257,2025-07-26T22:40:54.871257,2.75,0.85,21.9,0.0,17.7,18.8,0.207,0,0.264,0
D 076,T000685,2025-08-16T22:43:54.871257,2025-08-16T22:53:54.871257,0.57,0.12,29.3,0.6,3.1,10.6,0.167,0,0.367,0
D 171,T000686,2025-07-18T20:43:54.871257,2025-07-18T21:10:54.871257,2.73,0.06,42.4,0.8,11.9,7.1,0.089,1,0.526,0
D 065,T000687,2025-09-06T06:43:54.871257,2025-09-06T07:07:54.871257,4.33,0.33,39.0,5.6,8.8,20.0,0.026,0,0.697,0
D 122,T000688,2025-08-29T18:46:54.871257,2025-08-29T18:55:54.871257,6.03,0.24,39.1,1.4,10.8,13.9,0.017,0,0.386,0
D 120,T000689,2025-08-20T20:43:54.871257,2025-08-20T21:03:54.871257,2.5,0.04,22.3,3.2,4.0,18.5,0.079,0,0.131,0
D 018,T000690,2025-08-05T22:49:54.871257,2025-08-05T23:07:54.871257,1.6,0.22,40.3,6.2,20.3,16.2,0.229,0,0.428,0
D 106,T000691,2025-09-01T09:50:54.871257,2025-09-01T10:10:54.871257,4.89,0.71,33.7,2.1,16.8,5.6,0.431,0,0.627,0
D 106,T000692,2025-09-11T12:04:54.871257,2025-09-11T12:45:54.871257,3.99,0.21,20.2,0.0,4.2,9.3,0.041,0,0.086,0
D 073,T000693,2025-07-18T10:07:54.871257,2025-07-18T10:36:54.871257,3.39,0.35,38.9,2.5,9.0,7.1,0.197,1,0.505,0
D 048,T000694,2025-07-22T17:44:54.871257,2025-07-22T18:19:54.871257,5.69,0.28,37.9,5.4,9.7,5.0,0.125,0,0.227,1
D 140,T000695,2025-08-29T10:39:54.871257,2025-08-29T10:59:54.871257,4.65,0.23,31.7,10.8,9.8,6.1,0.091,0,0.581,0
D 057,T000696,2025-08-18T11:02:54.871257,2025-08-18T11:38:54.871257,3.8,0.31,37.2,0.0,6.2,18.2,0.114,0,0.867,0
D 196,T000697,2025-07-29T00:29:54.871257,2025-07-29T01:01:54.871257,5.6,2.27,30.1,12.3,2.6,6.6,0.115,1,0.634,0
D 143,T000698,2025-09-03T15:03:54.871257,2025-09-03T15:22:54.871257,6.31,0.28,49.8,3.3,4.8,7.0,0.077,0,0.108,0
D 129,T000699,2025-08-24T18:42:54.871257,2025-08-24T19:17:54.871257,3.05,0.25,37.4,3.4,10.0,12.2,0.181,0,0.311,0
D 142,T000700,2025-08-06T02:24:54.871257,2025-08-06T02:42:54.871257,1.99,0.1,48.1,38.1,11.7,9.9,0.243,1,0.517,0
D 017,T000701,2025-08-19T13:11:54.871257,2025-08-19T13:23:54.871257,4.48,0.03,26.9,3.4,9.9,0.0,0.229,0,0.375,0
D 115,T000702,2025-08-09T18:38:54.871257,2025-08-09T19:21:54.871257,3.39,0.54,32.7,22.7,9.1,17.9,0.054,0,0.172,0
D 180,T000703,2025-08-09T02:00:54.871257,2025-08-09T02:24:54.871257,1.3,0.34,30.5,4.4,21.1,14.2,0.044,0,0.763,1
D 045,T000704,2025-08-17T04:36:54.871257,2025-08-17T04:51:54.871257,0.5,0.07,35.8,0.0,18.1,13.0,0.14,0,0.473,0
D 192,T000705,2025-08-29T18:39:54.871257,2025-08-29T19:22:54.871257,1.91,0.12,28.7,7.7,8.7,10.3,0.254,0,0.355,0
D 119,T000706,2025-07-30T19:10:54.871257,2025-07-30T19:26:54.871257,1.8,0.1,28.4,0.0,7.5,4.3,0.219,0,0.298,0
D 134,T000707,2025-09-03T10:26:54.871257,2025-09-03T10:47:54.871257,6.41,0.15,34.7,6.3,11.2,15.2,0.264,0,0.274,1
D 021,T000708,2025-08-25T21:18:54.871257,2025-08-25T21:34:54.871257,1.07,0.04,32.3,0.7,7.6,3.8,0.313,0,0.587,0
D 005,T000709,2025-08-31T20:32:54.871257,2025-08-31T20:59:54.871257,4.23,0.12,38.8,0.0,3.2,6.3,0.108,1,0.393,1
D 015,T000710,2025-09-08T09:19:54.871257,2025-09-08T09:35:54.871257,3.35,0.26,46.9,3.1,3.4,20.1,0.15,1,0.686,1
D 099,T000711,2025-08-19T03:06:54.871257,2025-08-19T03:52:54.871257,2.73,0.41,34.6,12.3,9.6,11.0,0.059,0,0.559,0
D 113,T000712,2025-09-04T13:19:54.871257,2025-09-04T13:30:54.871257,0.71,0.04,36.9,0.0,11.8,0.0,0.194,0,0.488,0
D 143,T000713,2025-08-29T17:25:54.871257,2025-08-29T17:53:54.871257,6.05,0.13,13.5,1.6,6.0,2.5,0.033,0,0.0,0
D 137,T000714,2025-07-25T23:39:54.871257,2025-07-26T00:28:54.871257,1.15,0.2,26.7,15.2,5.5,8.7,0.111,0,0.34,0
D 000,T000715,2025-08-22T09:08:54.871257,2025-08-22T09:42:54.871257,1.49,0.02,26.9,4.4,6.9,22.5,0.258,0,0.258,0
D 128,T000716,2025-07-25T04:35:54.871257,2025-07-25T05:21:54.871257,5.36,1.0,31.8,29.7,8.8,2.1,0.059,0,0.684,1
D 116,T000717,2025-08-12T15:27:54.871257,2025-08-12T15:45:54.871257,2.45,0.01,40.7,5.2,13.2,4.7,0.106,0,0.283,1
D 176,T000718,2025-08-26T11:29:54.871257,2025-08-26T11:49:54.871257,4.43,0.47,33.7,3.7,13.1,14.9,0.168,1,0.276,0
D 041,T000719,2025-08-10T00:06:54.871257,2025-08-10T00:11:54.871257,4.78,1.18,33.5,4.1,5.9,10.5,0.182,0,0.412,0
D 017,T000720,2025-09-01T21:08:54.871257,2025-09-01T21:13:54.871257,2.82,0.48,23.3,2.9,6.9,11.2,0.247,0,0.126,0
D 018,T000721,2025-07-29T23:42:54.871257,2025-07-30T00:27:54.871257,2.88,0.67,34.5,7.7,0.0,14.0,0.303,0,0.25,1
D 059,T000722,2025-08-09T01:50:54.871257,2025-08-09T01:55:54.871257,9.21,2.5,46.7,8.8,3.5,13.2,0.089,0,0.458,0
D 049,T000723,2025-08-31T00:17:54.871257,2025-08-31T00:42:54.871257,3.38,0.86,39.4,8.6,15.1,17.9,0.173,1,0.436,0
D 132,T000724,2025-07-27T09:00:54.871257,2025-07-27T09:29:54.871257,1.42,0.13,31.7,2.7,16.5,25.1,0.205,1,0.718,0
D 023,T000725,2025-09-10T12:36:54.871257,2025-09-10T12:52:54.871257,3.59,0.41,32.1,0.0,6.6,3.1,0.142,0,0.573,0
D 032,T000726,2025-09-09T19:15:54.871257,2025-09-09T19:51:54.871257,5.94,0.94,27.8,5.3,12.1,4.7,0.179,0,0.392,1
D 066,T000727,2025-07-31T03:51:54.871257,2025-07-31T04:10:54.871257,2.01,0.19,28.8,0.0,8.3,10.7,0.054,0,0.181,0
D 129,T000728,2025-07-17T23:47:54.871257,2025-07-18T00:30:54.871257,3.11,0.05,26.8,0.0,4.1,7.5,0.222,0,0.404,0
D 147,T000729,2025-08-20T14:22:54.871257,2025-08-20T15:00:54.871257,3.9,0.3,37.3,2.7,10.8,14.9,0.115,0,0.446,0
D 101,T000730,2025-07-17T16:12:54.871257,2025-07-17T16:55:54.871257,5.25,0.05,30.6,12.9,10.1,6.1,0.118,0,0.171,0
D 155,T000731,2025-07-28T02:12:54.871257,2025-07-28T02:36:54.871257,6.79,2.57,31.1,1.4,8.5,9.1,0.043,0,0.502,0
D 177,T000732,2025-08-07T10:58:54.871257,2025-08-07T11:21:54.871257,2.95,0.08,26.7,6.4,0.0,7.9,0.108,0,0.454,0
D 091,T000733,2025-07-20T01:46:54.871257,2025-07-20T02:27:54.871257,4.62,0.94,31.8,0.0,10.9,6.3,0.209,0,0.0,0
D 075,T000734,2025-08-05T06:45:54.871257,2025-08-05T07:14:54.871257,1.25,0.17,46.1,0.0,7.8,7.5,0.026,0,0.226,0
D 039,T000735,2025-07-18T09:19:54.871257,2025-07-18T09:34:54.871257,5.57,0.72,22.1,22.1,5.5,13.9,0.121,0,0.766,0
D 132,T000736,2025-07-28T13:09:54.871257,2025-07-28T13:30:54.871257,2.65,0.32,36.1,0.0,9.1,1.5,0.014,0,0.675,0
D 163,T000737,2025-08-21T13:57:54.871257,2025-08-21T14:06:54.871257,8.25,0.46,29.8,0.0,6.8,7.1,0.006,0,0.594,0
D 019,T000738,2025-08-07T23:20:54.871257,2025-08-07T23:56:54.871257,4.9,0.86,29.1,1.7,9.1,0.0,0.132,0,0.44,0
D 172,T000739,2025-08-15T17:09:54.871257,2025-08-15T17:36:54.871257,2.47,0.06,20.6,7.1,8.9,6.7,0.044,0,0.33,0
D 030,T000740,2025-08-28T01:15:54.871257,2025-08-28T01:51:54.871257,2.96,0.17,39.1,5.3,10.6,13.2,0.208,0,0.692,0
D 144,T000741,2025-08-31T21:48:54.871257,2025-08-31T22:05:54.871257,5.25,0.04,36.5,5.4,7.9,8.9,0.366,0,0.174,1
D 114,T000742,2025-08-30T02:15:54.871257,2025-08-30T02:31:54.871257,6.88,2.07,26.9,4.9,6.6,8.2,0.16,0,0.574,0
D 092,T000743,2025-08-05T00:14:54.871257,2025-08-05T00:59:54.871257,7.76,1.44,33.3,4.4,7.3,0.0,0.086,0,0.52,0
D 193,T000744,2025-08-18T00:42:54.871257,2025-08-18T01:15:54.871257,3.61,1.23,29.2,0.0,7.9,6.7,0.107,0,0.481,0
D 103,T000745,2025-08-02T04:23:54.871257,2025-08-02T04:56:54.871257,2.9,0.45,37.9,6.8,9.4,1.5,0.07,0,0.443,0
D 047,T000746,2025-08-17T19:40:54.871257,2025-08-17T20:27:54.871257,2.12,0.02,32.4,0.0,6.5,14.5,0.118,0,0.368,0
D 175,T000747,2025-07-20T07:45:54.871257,2025-07-20T08:07:54.871257,4.67,0.03,35.1,0.0,7.4,7.3,0.069,1,0.427,1
D 047,T000748,2025-08-27T06:25:54.871257,2025-08-27T06:46:54.871257,6.03,0.75,27.9,5.5,0.0,17.3,0.161,0,0.572,0
D 140,T000749,2025-09-05T07:44:54.871257,2025-09-05T08:08:54.871257,6.88,0.68,37.9,4.4,5.5,4.5,0.381,0,0.639,0
D 196,T000750,2025-08-31T17:32:54.871257,2025-08-31T18:15:54.871257,0.84,0.0,28.9,11.5,6.6,8.0,0.16,0,0.395,0
D 164,T000751,2025-08-14T13:53:54.871257,2025-08-14T14:05:54.871257,1.47,0.08,40.0,7.5,12.8,9.2,0.355,0,0.23,1
D 157,T000752,2025-09-06T00:48:54.871257,2025-09-06T01:18:54.871257,1.49,0.3,26.1,1.2,11.4,6.2,0.046,0,0.135,0
D 001,T000753,2025-08-12T09:47:54.871257,2025-08-12T10:06:54.871257,3.79,0.05,30.1,1.0,18.0,16.3,0.138,0,0.247,0
D 019,T000754,2025-08-11T09:55:54.871257,2025-08-11T10:25:54.871257,1.61,0.11,43.0,10.9,6.2,9.3,0.119,0,0.366,0
D 056,T000755,2025-08-21T10:48:54.871257,2025-08-21T11:25:54.871257,9.33,0.82,28.2,9.1,8.4,4.7,0.31,0,0.336,0
D 122,T000756,2025-08-19T10:08:54.871257,2025-08-19T10:22:54.871257,4.97,0.16,40.6,0.0,9.5,5.9,0.099,0,0.299,0
D 044,T000757,2025-08-21T05:01:54.871257,2025-08-21T05:36:54.871257,4.72,0.55,39.7,0.0,3.4,11.0,0.138,1,0.603,1
D 063,T000758,2025-07-19T04:00:54.871257,2025-07-19T04:43:54.871257,3.84,0.48,28.8,2.5,2.4,10.8,0.419,0,0.408,0
D 053,T000759,2025-08-26T22:00:54.871257,2025-08-26T22:38:54.871257,8.49,2.39,25.3,0.0,13.4,11.2,0.34,0,0.108,0
D 123,T000760,2025-08-12T21:19:54.871257,2025-08-12T21:49:54.871257,4.69,0.44,36.9,1.8,3.6,9.1,0.051,0,0.211,0
D 056,T000761,2025-08-16T17:00:54.871257,2025-08-16T17:45:54.871257,2.73,0.05,37.5,0.0,6.7,11.2,0.065,0,0.272,0
D 091,T000762,2025-08-16T13:30:54.871257,2025-08-16T13:57:54.871257,6.09,0.07,34.9,0.0,0.0,0.0,0.13,0,0.024,0
D 058,T000763,2025-07-18T06:00:54.871257,2025-07-18T06:20:54.871257,5.38,0.08,40.8,0.0,8.2,11.0,0.132,0,0.299,0
D 045,T000764,2025-08-16T04:20:54.871257,2025-08-16T04:31:54.871257,6.05,2.63,29.5,1.9,11.0,9.7,0.229,0,0.34,0
D 094,T000765,2025-07-29T05:46:54.871257,2025-07-29T06:18:54.871257,3.99,0.09,31.7,16.6,10.1,11.1,0.211,0,0.335,0
D 018,T000766,2025-08-08T20:47:54.871257,2025-08-08T21:06:54.871257,7.83,0.73,31.7,0.0,9.7,13.1,0.166,0,0.484,0
D 180,T000767,2025-08-20T06:18:54.871257,2025-08-20T06:32:54.871257,2.96,0.11,36.7,0.1,10.9,17.1,0.261,0,0.279,1
D 043,T000768,2025-07-26T05:46:54.871257,2025-07-26T06:15:54.871257,1.99,0.16,33.7,0.0,15.6,21.5,0.175,0,0.311,0
D 085,T000769,2025-09-11T22:06:54.871257,2025-09-11T22:31:54.871257,3.36,0.22,30.8,0.0,5.8,15.3,0.028,0,0.826,0
D 073,T000770,2025-09-05T01:19:54.871257,2025-09-05T01:24:54.871257,2.75,0.11,25.4,11.3,10.7,17.6,0.168,0,0.373,0
D 010,T000771,2025-09-13T05:33:54.871257,2025-09-13T06:10:54.871257,0.79,0.07,23.8,0.9,9.6,16.8,0.104,0,0.352,1
D 021,T000772,2025-07-29T20:38:54.871257,2025-07-29T21:07:54.871257,5.66,0.15,42.0,1.1,7.4,10.3,0.051,0,0.509,0
D 183,T000773,2025-08-08T09:33:54.871257,2025-08-08T09:56:54.871257,1.66,0.13,31.6,10.8,9.4,13.0,0.118,0,0.818,0
D 035,T000774,2025-08-14T12:25:54.871257,2025-08-14T13:00:54.871257,1.8,0.24,31.0,18.4,3.8,11.4,0.114,0,0.707,1
D 113,T000775,2025-08-22T20:10:54.871257,2025-08-22T20:40:54.871257,3.88,0.11,37.9,6.9,12.0,16.6,0.063,0,0.518,0
D 127,T000776,2025-09-06T13:37:54.871257,2025-09-06T14:08:54.871257,3.14,0.34,47.8,7.1,14.4,10.3,0.045,0,0.489,0
D 198,T000777,2025-09-10T17:03:54.871257,2025-09-10T17:20:54.871257,3.17,0.04,32.2,1.0,0.0,16.1,0.268,0,0.459,0
D 000,T000778,2025-07-31T11:57:54.871257,2025-07-31T12:37:54.871257,3.54,0.41,34.5,2.9,7.3,3.3,0.329,0,0.07,0
D 095,T000779,2025-09-12T02:47:54.871257,2025-09-12T03:03:54.871257,5.77,0.81,24.0,1.2,0.0,9.3,0.248,0,0.566,0
D 070,T000780,2025-08-03T09:09:54.871257,2025-08-03T09:30:54.871257,1.98,0.06,32.9,26.6,10.0,5.5,0.322,0,0.598,1
D 056,T000781,2025-08-30T15:58:54.871257,2025-08-30T16:25:54.871257,3.34,0.11,33.3,18.2,7.9,18.2,0.139,1,0.45,0
D 177,T000782,2025-07-21T00:58:54.871257,2025-07-21T01:09:54.871257,8.06,3.34,38.0,4.3,17.5,6.7,0.165,0,0.42,0
D 086,T000783,2025-09-11T23:47:54.871257,2025-09-11T23:58:54.871257,2.89,2.1,41.3,1.1,4.2,16.5,0.159,0,0.447,0
D 095,T000784,2025-08-22T23:49:54.871257,2025-08-23T00:16:54.871257,5.19,1.78,29.7,0.0,7.7,3.6,0.207,0,0.607,0
D 172,T000785,2025-07-27T17:06:54.871257,2025-07-27T17:30:54.871257,7.32,0.53,41.6,1.0,0.7,14.1,0.214,1,0.726,0
D 167,T000786,2025-09-01T03:50:54.871257,2025-09-01T04:19:54.871257,1.32,0.13,43.0,0.0,12.7,19.8,0.182,1,0.461,0
D 123,T000787,2025-09-08T05:45:54.871257,2025-09-08T06:15:54.871257,0.68,0.04,46.7,3.1,4.0,11.7,0.154,0,0.326,0
D 179,T000788,2025-08-01T14:09:54.871257,2025-08-01T14:35:54.871257,3.88,0.36,33.0,3.8,7.7,6.1,0.116,0,0.696,0
D 060,T000789,2025-08-07T11:19:54.871257,2025-08-07T11:36:54.871257,4.36,0.33,31.3,0.0,13.3,4.3,0.105,0,0.096,0
D 047,T000790,2025-07-26T09:16:54.871257,2025-07-26T09:55:54.871257,6.03,0.08,26.9,16.8,9.0,4.6,0.07,0,0.302,0
